eval_loss,eval_model_preparation_time,eval_accuracy,eval_ece,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.2422967553138733,0.0042,0.9380733944954128,0.04489627507848482,8.7803,99.313,3.189,32.0
0.2783745527267456,0.0042,0.9380733944954128,0.05291710130938701,8.7881,99.226,3.186,33.0
0.26232340931892395,0.0042,0.9426605504587156,0.04825922293127126,8.7708,99.421,3.192,34.0
0.24402908980846405,0.0042,0.9380733944954128,0.048768357741176556,8.7883,99.223,3.186,35.0
0.25199460983276367,0.0042,0.9426605504587156,0.047598347136186867,8.7964,99.131,3.183,36.0
0.28545787930488586,0.0042,0.9380733944954128,0.0560107732858133,8.7804,99.312,3.189,37.0
0.27882125973701477,0.0042,0.9357798165137615,0.054449348069659016,8.7769,99.352,3.19,38.0
0.29303985834121704,0.0042,0.9438073394495413,0.04954370323124284,8.7818,99.297,3.188,39.0
0.3120857775211334,0.0042,0.9438073394495413,0.05105672414423132,8.7893,99.212,3.186,40.0
0.2852321267127991,0.0042,0.9380733944954128,0.054516956415198214,8.782,99.294,3.188,41.0
0.3022754192352295,0.0042,0.9357798165137615,0.059347175676888325,8.7836,99.276,3.188,42.0
0.30372926592826843,0.0042,0.9380733944954128,0.05655592160487391,8.7836,99.276,3.188,43.0
0.3111244738101959,0.0042,0.9403669724770642,0.05430901406008165,8.7945,99.153,3.184,44.0
0.30185842514038086,0.0042,0.9403669724770642,0.05387350985216433,8.7873,99.234,3.186,45.0
0.28118860721588135,0.0042,0.9403669724770642,0.054369458433138146,8.7974,99.12,3.183,46.0
0.32702770829200745,0.0042,0.9415137614678899,0.05366840521129998,8.7961,99.135,3.183,47.0
0.3237910270690918,0.0042,0.944954128440367,0.05064547519891628,8.7877,99.229,3.186,48.0
0.3539941906929016,0.0042,0.9415137614678899,0.05724583415810117,8.7817,99.297,3.188,49.0
0.33492159843444824,0.0042,0.9380733944954128,0.057620508886805394,8.7832,99.28,3.188,50.0
0.3383104205131531,0.0042,0.9392201834862385,0.05853806060115129,8.78,99.316,3.189,51.0
0.3167306184768677,0.0042,0.9472477064220184,0.05185814919548302,8.7787,99.331,3.19,52.0
0.34923455119132996,0.0042,0.9380733944954128,0.05811511506454661,8.7867,99.241,3.187,53.0
0.32474637031555176,0.0042,0.9392201834862385,0.05767941816684298,8.7852,99.258,3.187,54.0
0.3559127151966095,0.0042,0.9415137614678899,0.0553271272176996,8.7869,99.239,3.187,55.0
0.33344653248786926,0.0042,0.944954128440367,0.05254581057970674,8.7851,99.259,3.187,56.0
0.36425796151161194,0.0042,0.944954128440367,0.052089507289982726,8.7852,99.258,3.187,57.0
0.35394713282585144,0.0042,0.9472477064220184,0.05160493034561843,8.7863,99.246,3.187,58.0
0.36467015743255615,0.0042,0.944954128440367,0.05197618149836129,8.7886,99.219,3.186,59.0
0.36695802211761475,0.0042,0.9438073394495413,0.05390556361697132,8.8014,99.076,3.181,60.0
